ID_Venta,ID_Cliente,Monto,Fecha,Nombre,Ciudad,Total_Gastado_Cliente,Conteo_Transacciones_Ciudad
1005,161,649.09,04/02/2024,Maria Garcia,Mazatlan,4693.41,406.0
1006,285,725.95,22/06/2024,Maria Garcia,Los Mochis,5118.38,445.0
1007,202,737.1,11/03/2024,Pedro Hernandez,Salvador Alvarado,2123.14,476.0
1011,187,880.68,09/03/2024,Elena Solis,Culiacan,1886.46,424.0
1012,332,778.78,19/08/2024,Maria Garcia,Guasave,5201.79,402.0
1013,202,388.27,21/07/2024,Pedro Hernandez,Salvador Alvarado,2123.14,476.0
1014,79,149.79,30/03/2024,Luis Lopez,Guasave,3228.52,402.0
1015,113,282.92,29/02/2024,Ana Martinez,Mazatlan,4681.52,406.0
1016,115,599.05,16/02/2024,Maria Garcia,Guasave,3824.47,402.0
1019,9,351.26,03/05/2024,Lucia Diaz,Culiacan,3381.02,424.0
1023,113,899.95,17/11/2024,Ana Martinez,Mazatlan,4681.52,406.0
1025,116,980.3,05/12/2024,Ana Martinez,Los Mochis,3941.16,445.0
1028,143,768.42,01/11/2024,Pedro Hernandez,Salvador Alvarado,3580.56,476.0
1029,162,546.43,13/04/2024,Pedro Hernandez,Salvador Alvarado,2544.03,476.0
1030,141,952.76,18/05/2024,Luis Lopez,Los Mochis,3311.59,445.0
1031,385,231.66,19/04/2024,Ana Martinez,Culiacan,6091.74,424.0
1034,269,707.34,29/05/2024,Juan Perez,Mazatlan,1383.41,406.0
1036,9,117.12,18/11/2024,Lucia Diaz,Culiacan,3381.02,424.0
1037,250,714.01,20/11/2024,Maria Garcia,Culiacan,2930.91,424.0
1038,221,401.4,17/06/2024,Maria Garcia,Los Mochis,2586.74,445.0
1039,163,256.33,29/09/2024,Maria Garcia,Mazatlan,3135.06,406.0
1041,206,707.45,21/07/2024,Luis Lopez,Salvador Alvarado,2966.49,476.0
1045,360,756.0,12/09/2024,Lucia Diaz,Culiacan,1883.85,424.0
1046,269,311.85,27/11/2024,Juan Perez,Mazatlan,1383.41,406.0
1047,127,963.59,31/10/2024,Lucia Diaz,Los Mochis,5818.89,445.0
1049,244,727.25,30/03/2024,Luis Lopez,Mazatlan,3403.33,406.0
1050,294,249.18,05/04/2024,Carlos Ruiz,Salvador Alvarado,2592.21,476.0
1052,125,1002.09,08/10/2024,Luis Lopez,Mazatlan,4026.39,406.0
1053,47,915.75,17/05/2024,Maria Garcia,Culiacan,4200.35,424.0
1054,13,914.57,17/12/2024,Carlos Ruiz,Culiacan,4291.0,424.0
1055,105,157.18,12/01/2024,Luis Lopez,Mazatlan,1805.57,406.0
1056,388,289.31,30/04/2024,Juan Perez,Mazatlan,2210.81,406.0
1058,123,936.79,25/05/2024,Juan Perez,Mazatlan,4727.9,406.0
1059,246,828.83,18/02/2024,Juan Perez,Guasave,2651.71,402.0
1061,113,740.74,12/11/2024,Ana Martinez,Mazatlan,4681.52,406.0
1062,451,826.49,26/05/2024,Luis Lopez,Culiacan,4119.26,424.0
1063,450,755.69,29/01/2024,Elena Solis,Salvador Alvarado,5990.32,476.0
1066,187,186.09,26/12/2024,Elena Solis,Culiacan,1886.46,424.0
1067,115,215.57,11/07/2024,Maria Garcia,Guasave,3824.47,402.0
1070,48,984.38,30/08/2024,Carlos Ruiz,Mazatlan,2824.84,406.0
1071,86,790.64,18/04/2024,Elena Solis,Los Mochis,2522.23,445.0
1072,254,680.09,03/04/2024,Elena Solis,Culiacan,4959.58,424.0
1073,280,695.03,26/12/2024,Lucia Diaz,Culiacan,2035.03,424.0
1074,55,600.16,26/03/2024,Carlos Ruiz,Culiacan,3581.7,424.0
1075,285,28.14,19/03/2024,Maria Garcia,Los Mochis,5118.38,445.0
1076,60,365.24,07/09/2024,Ana Martinez,Guasave,4568.57,402.0
1077,293,578.35,07/12/2024,Ana Martinez,Mazatlan,2397.83,406.0
1078,454,1004.68,28/09/2024,Elena Solis,Guasave,4435.04,402.0
1079,141,56.84,08/05/2024,Luis Lopez,Los Mochis,3311.59,445.0
1080,334,396.26,05/02/2024,Ana Martinez,Guasave,8435.24,402.0
1082,114,688.85,09/11/2024,Lucia Diaz,Guasave,2909.17,402.0
1083,279,398.09,05/08/2024,Juan Perez,Culiacan,3781.19,424.0
1085,464,112.17,03/08/2024,Ana Martinez,Culiacan,2750.74,424.0
1086,110,964.49,28/02/2024,Maria Garcia,Guasave,1617.54,402.0
1089,282,591.59,23/12/2024,Luis Lopez,Los Mochis,4013.52,445.0
1090,231,484.66,11/10/2024,Elena Solis,Mazatlan,2724.11,406.0
1091,267,809.93,29/05/2024,Carlos Ruiz,Los Mochis,4454.15,445.0
1094,470,91.83,09/02/2024,Carlos Ruiz,Mazatlan,1872.69,406.0
1095,263,938.03,29/11/2024,Ana Martinez,Mazatlan,2050.03,406.0
1096,174,965.49,09/01/2024,Carlos Ruiz,Los Mochis,6088.72,445.0
1097,391,845.1,02/11/2024,Pedro Hernandez,Salvador Alvarado,3794.73,476.0
1098,95,592.34,10/05/2024,Carlos Ruiz,Salvador Alvarado,3135.69,476.0
1099,464,31.18,23/01/2024,Ana Martinez,Culiacan,2750.74,424.0
1102,335,446.18,05/04/2024,Ana Martinez,Los Mochis,2146.65,445.0
1104,134,34.16,24/01/2024,Ana Martinez,Salvador Alvarado,2570.12,476.0
1107,16,988.72,27/04/2024,Juan Perez,Los Mochis,4206.5,445.0
1109,101,291.8,17/07/2024,Carlos Ruiz,Salvador Alvarado,6296.35,476.0
1110,144,162.1,21/04/2024,Juan Perez,Guasave,1980.93,402.0
1111,238,878.02,17/03/2024,Ana Martinez,Salvador Alvarado,3538.71,476.0
1112,80,384.94,09/06/2024,Juan Perez,Culiacan,2189.86,424.0
1115,315,594.34,06/09/2024,Carlos Ruiz,Los Mochis,4900.77,445.0
1116,43,268.13,22/02/2024,Maria Garcia,Culiacan,4402.54,424.0
1117,385,761.62,12/05/2024,Ana Martinez,Culiacan,6091.74,424.0
1118,122,929.84,13/04/2024,Maria Garcia,Guasave,4463.1,402.0
1119,395,129.96,03/05/2024,Ana Martinez,Culiacan,3603.04,424.0
1120,479,423.85,04/02/2024,Pedro Hernandez,Los Mochis,3824.2,445.0
1121,184,292.99,27/01/2024,Ana Martinez,Culiacan,4321.23,424.0
1122,408,848.21,01/08/2024,Lucia Diaz,Guasave,2233.27,402.0
1123,31,604.49,27/09/2024,Lucia Diaz,Mazatlan,4007.48,406.0
1124,394,202.2,29/07/2024,Ana Martinez,Mazatlan,1773.29,406.0
1127,465,146.64,30/03/2024,Pedro Hernandez,Los Mochis,4377.26,445.0
1128,14,954.69,13/09/2024,Lucia Diaz,Los Mochis,3942.61,445.0
1130,32,197.49,28/12/2024,Maria Garcia,Salvador Alvarado,3835.65,476.0
1131,18,862.81,22/11/2024,Pedro Hernandez,Los Mochis,2880.35,445.0
1132,199,339.3,06/09/2024,Carlos Ruiz,Culiacan,4231.21,424.0
1134,158,600.12,19/05/2024,Ana Martinez,Salvador Alvarado,3044.97,476.0
1135,311,928.12,09/11/2024,Carlos Ruiz,Guasave,4292.65,402.0
1137,359,133.14,20/11/2024,Lucia Diaz,Mazatlan,1632.56,406.0
1138,345,843.08,15/08/2024,Lucia Diaz,Salvador Alvarado,3409.81,476.0
1142,199,405.35,07/12/2024,Carlos Ruiz,Culiacan,4231.21,424.0
1143,105,554.8,21/06/2024,Luis Lopez,Mazatlan,1805.57,406.0
1144,151,517.8,12/11/2024,Carlos Ruiz,Mazatlan,3941.97,406.0
1145,429,626.78,06/01/2024,Juan Perez,Los Mochis,1959.8,445.0
1146,377,363.89,11/12/2024,Maria Garcia,Mazatlan,2486.35,406.0
1147,462,121.98,28/10/2024,Ana Martinez,Los Mochis,2004.53,445.0
1148,218,178.56,15/04/2024,Luis Lopez,Mazatlan,4628.45,406.0
1149,86,420.96,04/09/2024,Elena Solis,Los Mochis,2522.23,445.0
1150,30,218.63,07/06/2024,Luis Lopez,Culiacan,2378.77,424.0
1152,115,667.71,06/06/2024,Maria Garcia,Guasave,3824.47,402.0
1154,389,365.87,10/05/2024,Pedro Hernandez,Guasave,3237.68,402.0
1155,161,614.41,08/04/2024,Maria Garcia,Mazatlan,4693.41,406.0
1156,363,39.26,14/01/2024,Lucia Diaz,Mazatlan,791.36,406.0
1157,156,299.51,09/12/2024,Juan Perez,Salvador Alvarado,1474.33,476.0
1158,78,929.27,27/01/2024,Luis Lopez,Los Mochis,5405.27,445.0
1159,334,583.26,21/11/2024,Ana Martinez,Guasave,8435.24,402.0
1163,454,706.19,23/01/2024,Elena Solis,Guasave,4435.04,402.0
1165,200,543.18,14/07/2024,Ana Martinez,Guasave,2319.62,402.0
1167,176,403.21,22/04/2024,Luis Lopez,Salvador Alvarado,2500.05,476.0
1168,228,359.78,22/07/2024,Carlos Ruiz,Mazatlan,5157.48,406.0
1170,31,396.46,13/10/2024,Lucia Diaz,Mazatlan,4007.48,406.0
1171,280,539.03,01/07/2024,Lucia Diaz,Culiacan,2035.03,424.0
1172,61,424.74,15/10/2024,Maria Garcia,Salvador Alvarado,3533.93,476.0
1173,365,194.17,12/09/2024,Carlos Ruiz,Salvador Alvarado,3144.01,476.0
1177,22,495.5,02/11/2024,Juan Perez,Mazatlan,5956.73,406.0
1179,340,282.8,29/01/2024,Lucia Diaz,Culiacan,2684.41,424.0
1181,86,387.51,21/08/2024,Elena Solis,Los Mochis,2522.23,445.0
1182,269,223.7,23/03/2024,Juan Perez,Mazatlan,1383.41,406.0
1184,34,162.32,13/04/2024,Juan Perez,Guasave,3660.38,402.0
1185,385,681.94,11/06/2024,Ana Martinez,Culiacan,6091.74,424.0
1186,65,112.87,14/10/2024,Lucia Diaz,Los Mochis,2526.08,445.0
1187,143,463.39,16/01/2024,Pedro Hernandez,Salvador Alvarado,3580.56,476.0
1192,453,66.46,12/06/2024,Elena Solis,Los Mochis,3757.24,445.0
1194,14,809.76,14/12/2024,Lucia Diaz,Los Mochis,3942.61,445.0
1195,382,471.81,26/11/2024,Luis Lopez,Salvador Alvarado,2765.37,476.0
1196,78,832.66,26/03/2024,Luis Lopez,Los Mochis,5405.27,445.0
1197,176,221.13,05/11/2024,Luis Lopez,Salvador Alvarado,2500.05,476.0
1198,279,516.87,14/08/2024,Juan Perez,Culiacan,3781.19,424.0
1199,311,345.43,14/10/2024,Carlos Ruiz,Guasave,4292.65,402.0
1200,33,600.13,19/08/2024,Juan Perez,Culiacan,1855.03,424.0
1201,465,946.59,06/04/2024,Pedro Hernandez,Los Mochis,4377.26,445.0
1203,102,310.97,19/11/2024,Lucia Diaz,Salvador Alvarado,3404.67,476.0
1204,177,500.43,21/02/2024,Carlos Ruiz,Salvador Alvarado,4583.33,476.0
1206,157,418.58,12/12/2024,Lucia Diaz,Mazatlan,2879.0,406.0
1207,20,620.68,04/04/2024,Lucia Diaz,Los Mochis,3175.64,445.0
1208,122,479.9,24/09/2024,Maria Garcia,Guasave,4463.1,402.0
1209,289,713.22,03/03/2024,Lucia Diaz,Salvador Alvarado,3003.32,476.0
1210,242,81.11,02/01/2024,Luis Lopez,Culiacan,2354.41,424.0
1211,48,19.42,28/04/2024,Carlos Ruiz,Mazatlan,2824.84,406.0
1212,307,624.26,25/02/2024,Ana Martinez,Guasave,5671.54,402.0
1213,183,760.42,19/12/2024,Juan Perez,Culiacan,3787.59,424.0
1215,291,226.92,23/11/2024,Carlos Ruiz,Salvador Alvarado,5123.68,476.0
1216,281,890.97,09/06/2024,Elena Solis,Culiacan,4854.76,424.0
1217,114,736.09,10/01/2024,Lucia Diaz,Guasave,2909.17,402.0
1219,233,951.35,10/09/2024,Pedro Hernandez,Culiacan,1672.93,424.0
1220,181,518.39,06/01/2024,Elena Solis,Salvador Alvarado,3275.68,476.0
1221,464,136.28,19/01/2024,Ana Martinez,Culiacan,2750.74,424.0
1223,230,371.07,24/09/2024,Elena Solis,Guasave,1873.86,402.0
1224,90,955.64,07/05/2024,Juan Perez,Culiacan,3639.7,424.0
1225,417,95.37,16/02/2024,Juan Perez,Salvador Alvarado,1004.81,476.0
1226,206,137.7,20/09/2024,Luis Lopez,Salvador Alvarado,2966.49,476.0
1227,374,626.82,27/12/2024,Ana Martinez,Mazatlan,4068.95,406.0
1229,178,947.94,14/08/2024,Pedro Hernandez,Guasave,3284.65,402.0
1231,128,222.45,26/09/2024,Pedro Hernandez,Salvador Alvarado,1948.53,476.0
1232,133,756.78,22/10/2024,Carlos Ruiz,Salvador Alvarado,5198.82,476.0
1233,410,885.25,04/03/2024,Lucia Diaz,Los Mochis,2655.46,445.0
1234,77,529.41,28/06/2024,Pedro Hernandez,Guasave,1510.31,402.0
1235,315,456.43,29/10/2024,Carlos Ruiz,Los Mochis,4900.77,445.0
1236,221,283.6,25/03/2024,Maria Garcia,Los Mochis,2586.74,445.0
1237,263,82.67,28/08/2024,Ana Martinez,Mazatlan,2050.03,406.0
1238,287,718.24,19/04/2024,Elena Solis,Salvador Alvarado,2384.47,476.0
1239,420,1005.68,05/11/2024,Lucia Diaz,Salvador Alvarado,5832.89,476.0
1240,294,542.46,30/10/2024,Carlos Ruiz,Salvador Alvarado,2592.21,476.0
1242,32,306.29,25/01/2024,Maria Garcia,Salvador Alvarado,3835.65,476.0
1243,382,800.26,21/02/2024,Luis Lopez,Salvador Alvarado,2765.37,476.0
1244,199,642.73,06/10/2024,Carlos Ruiz,Culiacan,4231.21,424.0
1246,449,806.45,21/01/2024,Lucia Diaz,Mazatlan,3078.31,406.0
1247,5,392.27,03/05/2024,Lucia Diaz,Los Mochis,3731.07,445.0
1248,45,322.31,17/02/2024,Elena Solis,Culiacan,2329.21,424.0
1249,108,771.59,14/07/2024,Luis Lopez,Salvador Alvarado,3249.18,476.0
1252,43,164.91,03/08/2024,Maria Garcia,Culiacan,4402.54,424.0
1253,265,908.04,17/04/2024,Lucia Diaz,Mazatlan,1744.27,406.0
1255,416,657.95,31/10/2024,Pedro Hernandez,Salvador Alvarado,1615.71,476.0
1256,250,481.85,23/06/2024,Maria Garcia,Culiacan,2930.91,424.0
1257,131,543.35,15/10/2024,Elena Solis,Salvador Alvarado,1737.42,476.0
1259,281,542.4,23/01/2024,Elena Solis,Culiacan,4854.76,424.0
1260,257,379.09,22/05/2024,Pedro Hernandez,Los Mochis,1103.12,445.0
1261,430,39.34,27/10/2024,Pedro Hernandez,Los Mochis,2315.44,445.0
1262,386,601.64,23/04/2024,Juan Perez,Culiacan,2450.36,424.0
1263,50,544.39,04/04/2024,Elena Solis,Salvador Alvarado,7771.12,476.0
1266,117,368.01,11/09/2024,Luis Lopez,Mazatlan,3151.38,406.0
1269,360,274.03,16/07/2024,Lucia Diaz,Culiacan,1883.85,424.0
1270,151,534.37,02/04/2024,Carlos Ruiz,Mazatlan,3941.97,406.0
1271,184,302.1,30/03/2024,Ana Martinez,Culiacan,4321.23,424.0
1273,63,575.59,12/08/2024,Carlos Ruiz,Los Mochis,2948.14,445.0
1274,43,672.28,24/10/2024,Maria Garcia,Culiacan,4402.54,424.0
1275,197,441.15,25/08/2024,Elena Solis,Culiacan,1537.41,424.0
1276,246,24.17,08/11/2024,Juan Perez,Guasave,2651.71,402.0
1277,273,146.55,09/08/2024,Lucia Diaz,Salvador Alvarado,866.71,476.0
1278,394,969.74,28/02/2024,Ana Martinez,Mazatlan,1773.29,406.0
1279,88,449.31,10/11/2024,Elena Solis,Mazatlan,4640.8,406.0
1280,420,781.51,02/08/2024,Lucia Diaz,Salvador Alvarado,5832.89,476.0
1284,412,42.63,20/03/2024,Maria Garcia,Mazatlan,1105.06,406.0
1285,450,530.14,14/10/2024,Elena Solis,Salvador Alvarado,5990.32,476.0
1287,225,731.82,09/06/2024,Elena Solis,Salvador Alvarado,2293.19,476.0
1288,452,646.49,17/12/2024,Luis Lopez,Mazatlan,2386.91,406.0
1289,248,431.42,22/07/2024,Lucia Diaz,Guasave,2225.97,402.0
1290,348,930.41,26/03/2024,Elena Solis,Guasave,4152.58,402.0
1291,290,213.08,25/08/2024,Pedro Hernandez,Culiacan,4060.79,424.0
1294,282,656.82,19/03/2024,Luis Lopez,Los Mochis,4013.52,445.0
1295,389,895.73,31/10/2024,Pedro Hernandez,Guasave,3237.68,402.0
1296,42,281.63,03/06/2024,Luis Lopez,Guasave,4837.82,402.0
1297,86,427.0,20/05/2024,Elena Solis,Los Mochis,2522.23,445.0
1298,475,78.76,09/10/2024,Pedro Hernandez,Guasave,2515.61,402.0
1299,39,102.42,25/01/2024,Pedro Hernandez,Salvador Alvarado,2536.6,476.0
1300,264,617.16,14/10/2024,Lucia Diaz,Culiacan,2929.5,424.0
1301,385,111.44,01/05/2024,Ana Martinez,Culiacan,6091.74,424.0
1304,106,692.62,28/01/2024,Maria Garcia,Mazatlan,4375.33,406.0
1306,39,559.47,29/09/2024,Pedro Hernandez,Salvador Alvarado,2536.6,476.0
1307,147,263.05,04/03/2024,Carlos Ruiz,Los Mochis,992.22,445.0
1310,249,155.05,15/04/2024,Ana Martinez,Salvador Alvarado,5483.43,476.0
1311,204,655.71,06/08/2024,Juan Perez,Culiacan,4382.31,424.0
1312,436,188.95,24/07/2024,Elena Solis,Salvador Alvarado,2726.82,476.0
1313,80,59.44,02/07/2024,Juan Perez,Culiacan,2189.86,424.0
1315,450,502.8,08/04/2024,Elena Solis,Salvador Alvarado,5990.32,476.0
1317,222,67.99,10/02/2024,Juan Perez,Guasave,67.99,402.0
1319,379,550.49,15/06/2024,Luis Lopez,Mazatlan,1585.51,406.0
1320,216,664.32,20/07/2024,Lucia Diaz,Mazatlan,2126.98,406.0
1324,174,125.04,26/01/2024,Carlos Ruiz,Los Mochis,6088.72,445.0
1325,150,536.51,25/04/2024,Carlos Ruiz,Salvador Alvarado,3442.0,476.0
1326,123,662.15,03/07/2024,Juan Perez,Mazatlan,4727.9,406.0
1327,312,993.17,28/01/2024,Ana Martinez,Salvador Alvarado,3573.36,476.0
1328,383,708.76,21/05/2024,Elena Solis,Salvador Alvarado,2499.15,476.0
1330,100,235.19,27/06/2024,Maria Garcia,Salvador Alvarado,2185.14,476.0
1332,158,46.51,10/11/2024,Ana Martinez,Salvador Alvarado,3044.97,476.0
1333,165,321.4,13/12/2024,Pedro Hernandez,Los Mochis,3163.11,445.0
1334,312,451.41,10/12/2024,Ana Martinez,Salvador Alvarado,3573.36,476.0
1337,156,91.37,02/10/2024,Juan Perez,Salvador Alvarado,1474.33,476.0
1341,204,413.52,29/12/2024,Juan Perez,Culiacan,4382.31,424.0
1342,27,248.92,23/01/2024,Ana Martinez,Guasave,1785.99,402.0
1344,241,1000.33,27/06/2024,Lucia Diaz,Mazatlan,1850.21,406.0
1347,465,606.98,22/12/2024,Pedro Hernandez,Los Mochis,4377.26,445.0
1348,412,471.6,11/05/2024,Maria Garcia,Mazatlan,1105.06,406.0
1349,278,801.47,18/01/2024,Juan Perez,Guasave,3787.26,402.0
1351,95,827.57,28/10/2024,Carlos Ruiz,Salvador Alvarado,3135.69,476.0
1352,183,625.83,06/03/2024,Juan Perez,Culiacan,3787.59,424.0
1353,479,695.42,31/05/2024,Pedro Hernandez,Los Mochis,3824.2,445.0
1355,278,920.25,20/04/2024,Juan Perez,Guasave,3787.26,402.0
1356,248,366.91,26/04/2024,Lucia Diaz,Guasave,2225.97,402.0
1357,184,261.5,25/06/2024,Ana Martinez,Culiacan,4321.23,424.0
1358,239,244.72,03/01/2024,Luis Lopez,Culiacan,1805.32,424.0
1361,272,797.1,27/01/2024,Carlos Ruiz,Los Mochis,4315.67,445.0
1362,251,930.14,24/12/2024,Pedro Hernandez,Guasave,2202.93,402.0
1363,334,947.52,22/10/2024,Ana Martinez,Guasave,8435.24,402.0
1364,237,264.71,08/02/2024,Pedro Hernandez,Guasave,264.71,402.0
1365,267,886.35,10/11/2024,Carlos Ruiz,Los Mochis,4454.15,445.0
1366,106,725.17,09/10/2024,Maria Garcia,Mazatlan,4375.33,406.0
1370,98,384.03,05/10/2024,Luis Lopez,Salvador Alvarado,3741.23,476.0
1373,327,680.73,14/11/2024,Ana Martinez,Salvador Alvarado,1000.91,476.0
1374,415,152.94,04/05/2024,Carlos Ruiz,Culiacan,1212.08,424.0
1375,450,855.49,19/12/2024,Elena Solis,Salvador Alvarado,5990.32,476.0
1377,273,720.16,01/08/2024,Lucia Diaz,Salvador Alvarado,866.71,476.0
1378,48,320.05,15/01/2024,Carlos Ruiz,Mazatlan,2824.84,406.0
1380,10,489.11,12/04/2024,Lucia Diaz,Salvador Alvarado,1953.38,476.0
1381,412,187.81,20/12/2024,Maria Garcia,Mazatlan,1105.06,406.0
1382,78,858.12,17/09/2024,Luis Lopez,Los Mochis,5405.27,445.0
1383,307,782.74,03/03/2024,Ana Martinez,Guasave,5671.54,402.0
1384,279,710.67,20/04/2024,Juan Perez,Culiacan,3781.19,424.0
1385,233,721.58,05/01/2024,Pedro Hernandez,Culiacan,1672.93,424.0
1386,394,324.07,18/11/2024,Ana Martinez,Mazatlan,1773.29,406.0
1387,59,354.62,28/06/2024,Luis Lopez,Salvador Alvarado,3057.53,476.0
1388,372,998.85,02/03/2024,Pedro Hernandez,Los Mochis,4919.76,445.0
1390,468,207.89,02/05/2024,Pedro Hernandez,Guasave,4718.42,402.0
1391,163,127.8,21/04/2024,Maria Garcia,Mazatlan,3135.06,406.0
1392,165,676.78,15/09/2024,Pedro Hernandez,Los Mochis,3163.11,445.0
1393,57,882.19,21/07/2024,Carlos Ruiz,Salvador Alvarado,3931.21,476.0
1395,304,730.21,18/03/2024,Carlos Ruiz,Mazatlan,1459.27,406.0
1396,122,165.45,10/04/2024,Maria Garcia,Guasave,4463.1,402.0
1397,334,284.34,15/03/2024,Ana Martinez,Guasave,8435.24,402.0
1398,204,892.67,02/09/2024,Juan Perez,Culiacan,4382.31,424.0
1399,44,284.46,06/09/2024,Maria Garcia,Culiacan,2237.97,424.0
1400,22,348.15,15/01/2024,Juan Perez,Mazatlan,5956.73,406.0
1401,84,86.13,12/10/2024,Carlos Ruiz,Guasave,2720.45,402.0
1402,6,125.2,31/01/2024,Ana Martinez,Guasave,5148.5,402.0
1403,379,425.33,28/01/2024,Luis Lopez,Mazatlan,1585.51,406.0
1405,217,748.85,23/02/2024,Lucia Diaz,Mazatlan,6529.51,406.0
1406,61,449.54,06/04/2024,Maria Garcia,Salvador Alvarado,3533.93,476.0
1407,85,789.89,15/04/2024,Juan Perez,Mazatlan,1877.82,406.0
1408,134,540.0,09/02/2024,Ana Martinez,Salvador Alvarado,2570.12,476.0
1410,20,614.26,19/02/2024,Lucia Diaz,Los Mochis,3175.64,445.0
1413,396,927.27,25/04/2024,Pedro Hernandez,Guasave,4492.53,402.0
1414,174,863.21,04/02/2024,Carlos Ruiz,Los Mochis,6088.72,445.0
1415,342,600.21,26/01/2024,Elena Solis,Mazatlan,3987.35,406.0
1417,236,931.68,06/04/2024,Elena Solis,Salvador Alvarado,4876.46,476.0
1418,452,932.39,22/05/2024,Luis Lopez,Mazatlan,2386.91,406.0
1419,328,574.37,28/10/2024,Lucia Diaz,Los Mochis,2314.18,445.0
1420,312,315.15,09/03/2024,Ana Martinez,Salvador Alvarado,3573.36,476.0
1421,41,964.29,26/05/2024,Maria Garcia,Guasave,4999.68,402.0
1424,184,932.59,22/03/2024,Ana Martinez,Culiacan,4321.23,424.0
1425,459,849.51,09/11/2024,Luis Lopez,Culiacan,2300.8,424.0
1426,82,105.15,05/06/2024,Juan Perez,Culiacan,2318.51,424.0
1427,376,349.75,09/09/2024,Carlos Ruiz,Guasave,1367.88,402.0
1428,419,22.08,12/09/2024,Juan Perez,Mazatlan,3595.07,406.0
1429,132,269.04,23/07/2024,Pedro Hernandez,Culiacan,3617.65,424.0
1431,125,135.27,22/02/2024,Luis Lopez,Mazatlan,4026.39,406.0
1432,304,208.48,22/04/2024,Carlos Ruiz,Mazatlan,1459.27,406.0
1434,465,111.84,29/07/2024,Pedro Hernandez,Los Mochis,4377.26,445.0
1436,204,810.36,18/07/2024,Juan Perez,Culiacan,4382.31,424.0
1437,285,299.45,20/05/2024,Maria Garcia,Los Mochis,5118.38,445.0
1439,155,589.54,22/03/2024,Lucia Diaz,Mazatlan,5137.92,406.0
1442,254,941.49,20/02/2024,Elena Solis,Culiacan,4959.58,424.0
1443,268,677.09,12/11/2024,Luis Lopez,Mazatlan,2082.86,406.0
1444,310,611.63,08/11/2024,Pedro Hernandez,Salvador Alvarado,3169.43,476.0
1445,345,311.61,11/07/2024,Lucia Diaz,Salvador Alvarado,3409.81,476.0
1448,385,868.97,22/05/2024,Ana Martinez,Culiacan,6091.74,424.0
1449,387,148.81,06/09/2024,Lucia Diaz,Culiacan,1308.61,424.0
1450,279,23.98,31/03/2024,Juan Perez,Culiacan,3781.19,424.0
1451,332,896.23,12/11/2024,Maria Garcia,Guasave,5201.79,402.0
1452,109,800.04,19/01/2024,Carlos Ruiz,Mazatlan,2253.68,406.0
1453,403,962.48,11/04/2024,Pedro Hernandez,Los Mochis,3613.22,445.0
1455,453,781.41,07/06/2024,Elena Solis,Los Mochis,3757.24,445.0
1456,38,950.36,03/09/2024,Carlos Ruiz,Los Mochis,5266.6,445.0
1457,169,588.08,14/12/2024,Maria Garcia,Salvador Alvarado,1779.81,476.0
1458,79,164.7,09/07/2024,Luis Lopez,Guasave,3228.52,402.0
1460,119,106.15,11/09/2024,Pedro Hernandez,Los Mochis,1626.57,445.0
1461,345,746.57,13/10/2024,Lucia Diaz,Salvador Alvarado,3409.81,476.0
1462,65,81.92,13/03/2024,Lucia Diaz,Los Mochis,2526.08,445.0
1463,275,101.49,16/10/2024,Luis Lopez,Mazatlan,4422.84,406.0
1464,464,485.32,10/09/2024,Ana Martinez,Culiacan,2750.74,424.0
1467,465,511.24,03/02/2024,Pedro Hernandez,Los Mochis,4377.26,445.0
1468,218,50.01,11/07/2024,Luis Lopez,Mazatlan,4628.45,406.0
1469,342,219.07,31/10/2024,Elena Solis,Mazatlan,3987.35,406.0
1470,345,662.88,17/03/2024,Lucia Diaz,Salvador Alvarado,3409.81,476.0
1474,165,993.65,20/09/2024,Pedro Hernandez,Los Mochis,3163.11,445.0
1475,102,643.25,18/03/2024,Lucia Diaz,Salvador Alvarado,3404.67,476.0
1476,95,20.07,24/06/2024,Carlos Ruiz,Salvador Alvarado,3135.69,476.0
1477,50,984.27,11/08/2024,Elena Solis,Salvador Alvarado,7771.12,476.0
1478,473,608.39,11/10/2024,Juan Perez,Salvador Alvarado,2671.88,476.0
1479,155,886.99,20/11/2024,Lucia Diaz,Mazatlan,5137.92,406.0
1480,466,162.24,06/07/2024,Lucia Diaz,Mazatlan,1698.45,406.0
1481,95,453.1,19/09/2024,Carlos Ruiz,Salvador Alvarado,3135.69,476.0
1482,281,583.23,03/11/2024,Elena Solis,Culiacan,4854.76,424.0
1483,239,848.16,20/08/2024,Luis Lopez,Culiacan,1805.32,424.0
1484,150,1003.74,03/12/2024,Carlos Ruiz,Salvador Alvarado,3442.0,476.0
1487,154,468.63,14/12/2024,Juan Perez,Guasave,2580.4,402.0
1489,156,580.43,13/01/2024,Juan Perez,Salvador Alvarado,1474.33,476.0
1490,161,575.21,11/05/2024,Maria Garcia,Mazatlan,4693.41,406.0
1491,154,84.61,23/08/2024,Juan Perez,Guasave,2580.4,402.0
1492,55,706.45,03/04/2024,Carlos Ruiz,Culiacan,3581.7,424.0
1493,136,139.49,08/01/2024,Elena Solis,Guasave,1253.22,402.0
1495,90,364.99,18/02/2024,Juan Perez,Culiacan,3639.7,424.0
1496,71,130.67,10/01/2024,Elena Solis,Mazatlan,3575.99,406.0
1497,49,742.49,19/01/2024,Maria Garcia,Los Mochis,2919.2,445.0
1498,452,111.7,22/10/2024,Luis Lopez,Mazatlan,2386.91,406.0
